"Course.Year","Course.Code","Course.Name","Assessment.Attempt.Number","Assessment.Mark","Assessment.Grade","grade","AnonID"
"2017/8","MATH08057","Introduction to Linear Algebra",1,61,"B","2.1","553e8e8a"
"2017/8","MATH08057","Introduction to Linear Algebra",1,85,"A2","1st","26010cc5"
"2017/8","MATH08058","Calculus and its Applications",1,78,"A3","1st","26010cc5"
"2017/8","MATH08059","Proofs and Problem Solving",1,64,"B","2.1","26010cc5"
"2017/8","MATH08074","Engineering Mathematics 1a",1,91,"A1","1st","5dda766a"
"2017/8","MATH08075","Engineering Mathematics 1b",1,91,"A1","1st","5dda766a"
"2017/8","MATH08057","Introduction to Linear Algebra",1,74,"A3","1st","9bb8ef63"
"2017/8","MATH08058","Calculus and its Applications",1,78,"A3","1st","9bb8ef63"
"2017/8","PHYS08035","Mathematics for Physics 1",1,60,"B","2.1","9bb8ef63"
"2017/8","MATH08057","Introduction to Linear Algebra",1,91,"A1","1st","713dba81"
"2017/8","MATH08058","Calculus and its Applications",1,88,"A2","1st","713dba81"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,60,"B","2.1","f295c8d1"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,58,"C","2.2","f295c8d1"
"2017/8","MATH08057","Introduction to Linear Algebra",1,54,"C","2.2","9c8e88df"
"2017/8","MATH08058","Calculus and its Applications",1,49,"D","3rd","9c8e88df"
"2017/8","MATH08051","Statistics (Year 2)",1,56,"C","2.2","4a14a86"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,56,"C","2.2","4a14a86"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,64,"B","2.1","4a14a86"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,60,"B","2.1","4a14a86"
"2017/8","MATH08065","Computing and Numerics",1,86,"A2","1st","4a14a86"
"2017/8","MATH08066","Probability",1,67,"B","2.1","4a14a86"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,52,"C","2.2","4a14a86"
"2017/8","MATH08051","Statistics (Year 2)",1,51,"C","2.2","14bb69b7"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,64,"B","2.1","14bb69b7"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,71,"A3","1st","14bb69b7"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,58,"C","2.2","14bb69b7"
"2017/8","MATH08065","Computing and Numerics",1,89,"A2","1st","14bb69b7"
"2017/8","MATH08066","Probability",1,66,"B","2.1","14bb69b7"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,58,"C","2.2","14bb69b7"
"2017/8","MATH08074","Engineering Mathematics 1a",1,68,"B","2.1","44c9c642"
"2017/8","MATH08075","Engineering Mathematics 1b",1,71,"A3","1st","44c9c642"
"2017/8","MATH08074","Engineering Mathematics 1a",1,78,"A3","1st","c6dd01fe"
"2017/8","MATH08075","Engineering Mathematics 1b",1,71,"A3","1st","c6dd01fe"
"2017/8","MATH08057","Introduction to Linear Algebra",1,84,"A2","1st","750856cd"
"2017/8","MATH08058","Calculus and its Applications",1,67,"B","2.1","750856cd"
"2017/8","PHYS08035","Mathematics for Physics 1",1,33,"E","Fail","a8abc325"
"2017/8","PHYS08036","Mathematics for Physics 2",1,50,"C","2.2","a8abc325"
"2017/8","MATH08058","Calculus and its Applications",1,67,"B","2.1","d71615f6"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,69,"B","2.1","2f651d09"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,49,"D","3rd","2f651d09"
"2017/8","MATH08057","Introduction to Linear Algebra",1,80,"A2","1st","2da0c33d"
"2017/8","MATH08058","Calculus and its Applications",1,81,"A2","1st","2da0c33d"
"2017/8","MATH08074","Engineering Mathematics 1a",1,67,"B","2.1","cd3a72ee"
"2017/8","MATH08075","Engineering Mathematics 1b",1,72,"A3","1st","cd3a72ee"
"2017/8","MATH08074","Engineering Mathematics 1a",1,81,"A2","1st","ecb28160"
"2017/8","MATH08075","Engineering Mathematics 1b",1,93,"A1","1st","ecb28160"
"2017/8","MATH08057","Introduction to Linear Algebra",1,77,"A3","1st","69b67867"
"2017/8","MATH08058","Calculus and its Applications",1,85,"A2","1st","69b67867"
"2017/8","MATH08074","Engineering Mathematics 1a",1,57,"C","2.2","c27c9ac"
"2017/8","MATH08075","Engineering Mathematics 1b",1,70,"A3","1st","c27c9ac"
"2017/8","MATH08074","Engineering Mathematics 1a",1,48,"D","3rd","cc9e5ce0"
"2017/8","MATH08075","Engineering Mathematics 1b",1,61,"B","2.1","cc9e5ce0"
"2017/8","MATH08057","Introduction to Linear Algebra",1,93,"A1","1st","d0062b4d"
"2017/8","MATH08058","Calculus and its Applications",1,72,"A3","1st","d0062b4d"
"2017/8","MATH08059","Proofs and Problem Solving",1,62,"B","2.1","d0062b4d"
"2017/8","MATH08074","Engineering Mathematics 1a",1,82,"A2","1st","a040c2da"
"2017/8","MATH08075","Engineering Mathematics 1b",1,82,"A2","1st","a040c2da"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,65,"B","2.1","3da27bee"
"2017/8","MATH08057","Introduction to Linear Algebra",1,55,"C","2.2","79ff1b66"
"2017/8","MATH08058","Calculus and its Applications",1,46,"FF","FF","79ff1b66"
"2017/8","MATH08059","Proofs and Problem Solving",1,27,"F","Fail","79ff1b66"
"2017/8","PHYS08035","Mathematics for Physics 1",1,43,"FF","FF","298db493"
"2017/8","PHYS08036","Mathematics for Physics 2",1,52,"C","2.2","298db493"
"2017/8","MATH08057","Introduction to Linear Algebra",1,63,"B","2.1","a4624c6b"
"2017/8","MATH08058","Calculus and its Applications",1,77,"A3","1st","a4624c6b"
"2017/8","MATH08059","Proofs and Problem Solving",1,63,"B","2.1","a4624c6b"
"2017/8","MATH08057","Introduction to Linear Algebra",1,0,"WD","WD","c5823321"
"2017/8","MATH08058","Calculus and its Applications",1,0,"WD","WD","c5823321"
"2017/8","MATH08059","Proofs and Problem Solving",1,0,"WD","WD","c5823321"
"2017/8","MATH08057","Introduction to Linear Algebra",1,74,"A3","1st","7b2da7af"
"2017/8","MATH08058","Calculus and its Applications",1,45,"FF","FF","7b2da7af"
"2017/8","MATH08059","Proofs and Problem Solving",1,35,"E","Fail","7b2da7af"
"2017/8","PHYS08035","Mathematics for Physics 1",1,59,"C","2.2","7c2502f6"
"2017/8","PHYS08036","Mathematics for Physics 2",1,48,"D","3rd","7c2502f6"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,87,"A2","1st","bd202256"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,84,"A2","1st","bd202256"
"2017/8","MATH08074","Engineering Mathematics 1a",1,60,"B","2.1","5256ce3c"
"2017/8","MATH08075","Engineering Mathematics 1b",1,53,"C","2.2","5256ce3c"
"2017/8","PHYS08035","Mathematics for Physics 1",1,70,"A3","1st","62510b77"
"2017/8","PHYS08036","Mathematics for Physics 2",1,60,"B","2.1","62510b77"
"2017/8","MATH08057","Introduction to Linear Algebra",1,57,"C","2.2","c4a4b79"
"2017/8","MATH08058","Calculus and its Applications",1,34,"E","Fail","c4a4b79"
"2017/8","MATH08059","Proofs and Problem Solving",1,10,"G","Fail","c4a4b79"
"2017/8","PHYS08035","Mathematics for Physics 1",1,57,"C","2.2","9ff81a18"
"2017/8","PHYS08036","Mathematics for Physics 2",1,50,"C","2.2","9ff81a18"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,73,"A3","1st","177b7c0f"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,53,"C","2.2","177b7c0f"
"2017/8","MATH08074","Engineering Mathematics 1a",1,74,"A3","1st","e65039fc"
"2017/8","MATH08075","Engineering Mathematics 1b",1,71,"A3","1st","e65039fc"
"2017/8","MATH08058","Calculus and its Applications",1,83,"A2","1st","c0d06f2b"
"2017/8","PHYS08035","Mathematics for Physics 1",1,71,"A3","1st","c0d06f2b"
"2017/8","PHYS08036","Mathematics for Physics 2",1,79,"A3","1st","c0d06f2b"
"2017/8","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","33299611"
"2017/8","MATH08058","Calculus and its Applications",1,58,"C","2.2","33299611"
"2017/8","MATH08057","Introduction to Linear Algebra",1,85,"A2","1st","642be2b0"
"2017/8","MATH08058","Calculus and its Applications",1,74,"A3","1st","642be2b0"
"2017/8","MATH08059","Proofs and Problem Solving",1,71,"A3","1st","642be2b0"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,80,"A2","1st","e4fafb38"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,69,"B","2.1","e4fafb38"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,81,"A2","1st","8ae1bb36"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,63,"B","2.1","8ae1bb36"
"2017/8","MATH08057","Introduction to Linear Algebra",1,73,"A3","1st","cb35821e"
"2017/8","MATH08058","Calculus and its Applications",1,42,"D","3rd","cb35821e"
"2017/8","MATH08059","Proofs and Problem Solving",1,48,"D","3rd","cb35821e"
"2017/8","MATH08074","Engineering Mathematics 1a",1,81,"A2","1st","100ba75b"
"2017/8","MATH08075","Engineering Mathematics 1b",1,81,"A2","1st","100ba75b"
"2017/8","PHYS08035","Mathematics for Physics 1",1,0,"AN","AN","8dd7dc8a"
"2017/8","PHYS08036","Mathematics for Physics 2",1,0,"H","Fail","8dd7dc8a"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,82,"A2","1st","7f85f2a1"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,74,"A3","1st","7f85f2a1"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,62,"B","2.1","3fa95ca8"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,51,"C","2.2","3fa95ca8"
"2017/8","MATH08074","Engineering Mathematics 1a",1,76,"A3","1st","8849e7d7"
"2017/8","MATH08075","Engineering Mathematics 1b",1,43,"FF","FF","8849e7d7"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,40,"FF","FF","770c8894"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,39,"E","Fail","770c8894"
"2017/8","MATH08074","Engineering Mathematics 1a",1,60,"B","2.1","48d9d283"
"2017/8","MATH08075","Engineering Mathematics 1b",1,59,"C","2.2","48d9d283"
"2017/8","MATH08074","Engineering Mathematics 1a",1,60,"B","2.1","3cf99768"
"2017/8","MATH08075","Engineering Mathematics 1b",1,54,"C","2.2","3cf99768"
"2017/8","MATH08051","Statistics (Year 2)",1,82,"A2","1st","b3725426"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,82,"A2","1st","b3725426"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,84,"A2","1st","b3725426"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,88,"A2","1st","b3725426"
"2017/8","MATH08065","Computing and Numerics",1,79,"A3","1st","b3725426"
"2017/8","MATH08066","Probability",1,65,"B","2.1","b3725426"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,70,"A3","1st","b3725426"
"2017/8","MATH08057","Introduction to Linear Algebra",1,69,"B","2.1","148f6c9"
"2017/8","MATH08058","Calculus and its Applications",1,62,"B","2.1","148f6c9"
"2017/8","MATH08059","Proofs and Problem Solving",1,60,"B","2.1","148f6c9"
"2017/8","MATH08074","Engineering Mathematics 1a",1,72,"A3","1st","5fae3d10"
"2017/8","MATH08075","Engineering Mathematics 1b",1,69,"B","2.1","5fae3d10"
"2017/8","MATH08057","Introduction to Linear Algebra",1,77,"A3","1st","82336a1d"
"2017/8","MATH08058","Calculus and its Applications",1,71,"A3","1st","82336a1d"
"2017/8","MATH08057","Introduction to Linear Algebra",1,50,"C","2.2","9229492c"
"2017/8","MATH08058","Calculus and its Applications",1,23,"F","Fail","9229492c"
"2017/8","MATH08074","Engineering Mathematics 1a",1,74,"A3","1st","4fa37cdc"
"2017/8","MATH08075","Engineering Mathematics 1b",1,70,"A3","1st","4fa37cdc"
"2017/8","MATH08074","Engineering Mathematics 1a",1,80,"A2","1st","346f648e"
"2017/8","MATH08075","Engineering Mathematics 1b",1,74,"A3","1st","346f648e"
"2017/8","MATH08074","Engineering Mathematics 1a",1,73,"A3","1st","f9c1b0aa"
"2017/8","MATH08075","Engineering Mathematics 1b",1,63,"B","2.1","f9c1b0aa"
"2017/8","MATH08074","Engineering Mathematics 1a",1,93,"A1","1st","194c6384"
"2017/8","MATH08075","Engineering Mathematics 1b",1,93,"A1","1st","194c6384"
"2017/8","MATH08057","Introduction to Linear Algebra",1,67,"B","2.1","eb1e4daf"
"2017/8","MATH08058","Calculus and its Applications",1,66,"B","2.1","eb1e4daf"
"2017/8","MATH08074","Engineering Mathematics 1a",1,77,"A3","1st","3728cdb3"
"2017/8","MATH08075","Engineering Mathematics 1b",1,56,"C","2.2","3728cdb3"
"2017/8","MATH08057","Introduction to Linear Algebra",1,48,"D","3rd","8de1f541"
"2017/8","PHYS08036","Mathematics for Physics 2",1,40,"D","3rd","8de1f541"
"2017/8","MATH08058","Calculus and its Applications",1,50,"C","2.2","af544fda"
"2017/8","MATH08074","Engineering Mathematics 1a",1,66,"B","2.1","af544fda"
"2017/8","MATH08058","Calculus and its Applications",1,65,"B","2.1","fc5f8bf7"
"2017/8","MATH08074","Engineering Mathematics 1a",1,67,"B","2.1","cc87be8"
"2017/8","MATH08075","Engineering Mathematics 1b",1,61,"B","2.1","cc87be8"
"2017/8","MATH08058","Calculus and its Applications",1,0,"WD","WD","5fea1fdd"
"2017/8","MATH08057","Introduction to Linear Algebra",1,61,"B","2.1","adb831f6"
"2017/8","MATH08058","Calculus and its Applications",1,65,"B","2.1","adb831f6"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,84,"A2","1st","fc614912"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,81,"A2","1st","fc614912"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,56,"C","2.2","6459e9b6"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,43,"D","3rd","6459e9b6"
"2017/8","MATH08057","Introduction to Linear Algebra",1,76,"A3","1st","d98f16e0"
"2017/8","MATH08058","Calculus and its Applications",1,71,"A3","1st","d98f16e0"
"2017/8","PHYS08035","Mathematics for Physics 1",1,58,"C","2.2","7b191041"
"2017/8","PHYS08036","Mathematics for Physics 2",1,53,"C","2.2","7b191041"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,74,"A3","1st","a9681af5"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,72,"A3","1st","a9681af5"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,72,"A3","1st","98faca4a"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,32,"E","Fail","98faca4a"
"2017/8","MATH08074","Engineering Mathematics 1a",1,82,"A2","1st","bd1495b8"
"2017/8","MATH08075","Engineering Mathematics 1b",1,71,"A3","1st","bd1495b8"
"2017/8","MATH08057","Introduction to Linear Algebra",1,77,"A3","1st","6ac7f891"
"2017/8","MATH08058","Calculus and its Applications",1,76,"A3","1st","6ac7f891"
"2017/8","MATH08059","Proofs and Problem Solving",1,77,"A3","1st","6ac7f891"
"2017/8","MATH08057","Introduction to Linear Algebra",1,76,"A3","1st","fe6a6e54"
"2017/8","MATH08058","Calculus and its Applications",1,66,"B","2.1","fe6a6e54"
"2017/8","MATH08059","Proofs and Problem Solving",1,62,"B","2.1","fe6a6e54"
"2017/8","MATH08057","Introduction to Linear Algebra",1,40,"D","3rd","3251af84"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,66,"B","2.1","b0456838"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,61,"B","2.1","b0456838"
"2017/8","MATH08057","Introduction to Linear Algebra",1,73,"A3","1st","a06189ec"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,63,"B","2.1","a06189ec"
"2017/8","MATH08057","Introduction to Linear Algebra",1,76,"A3","1st","666c0c15"
"2017/8","MATH08058","Calculus and its Applications",1,68,"B","2.1","666c0c15"
"2017/8","MATH08059","Proofs and Problem Solving",1,60,"B","2.1","666c0c15"
"2017/8","MATH08074","Engineering Mathematics 1a",1,71,"A3","1st","8424010f"
"2017/8","MATH08075","Engineering Mathematics 1b",1,69,"B","2.1","8424010f"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,87,"A2","1st","eb83f4ed"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,64,"B","2.1","eb83f4ed"
"2017/8","MATH08074","Engineering Mathematics 1a",1,69,"B","2.1","38592948"
"2017/8","MATH08075","Engineering Mathematics 1b",1,59,"C","2.2","38592948"
"2017/8","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","43d113d7"
"2017/8","MATH08058","Calculus and its Applications",1,51,"C","2.2","43d113d7"
"2017/8","MATH08057","Introduction to Linear Algebra",1,93,"A1","1st","947a00f3"
"2017/8","MATH08058","Calculus and its Applications",1,59,"C","2.2","947a00f3"
"2017/8","MATH08059","Proofs and Problem Solving",1,59,"C","2.2","947a00f3"
"2017/8","MATH08074","Engineering Mathematics 1a",1,74,"A3","1st","e43ce964"
"2017/8","MATH08075","Engineering Mathematics 1b",1,75,"A3","1st","e43ce964"
"2017/8","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","4b13a4a"
"2017/8","MATH08058","Calculus and its Applications",1,67,"B","2.1","4b13a4a"
"2017/8","MATH08059","Proofs and Problem Solving",1,61,"B","2.1","4b13a4a"
"2017/8","MATH08074","Engineering Mathematics 1a",1,75,"A3","1st","485be212"
"2017/8","MATH08075","Engineering Mathematics 1b",1,71,"A3","1st","485be212"
"2017/8","MATH08074","Engineering Mathematics 1a",1,49,"D","3rd","47b7bfab"
"2017/8","MATH08075","Engineering Mathematics 1b",1,54,"C","2.2","47b7bfab"
"2017/8","MATH08074","Engineering Mathematics 1a",1,74,"A3","1st","ab919801"
"2017/8","MATH08075","Engineering Mathematics 1b",1,60,"B","2.1","ab919801"
"2017/8","MATH08074","Engineering Mathematics 1a",1,64,"B","2.1","6f59c3cc"
"2017/8","MATH08075","Engineering Mathematics 1b",1,65,"B","2.1","6f59c3cc"
"2017/8","PHYS08035","Mathematics for Physics 1",1,44,"D","3rd","53f5f203"
"2017/8","PHYS08036","Mathematics for Physics 2",1,30,"E","Fail","53f5f203"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,53,"C","2.2","fdf6c2c3"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,38,"E","Fail","fdf6c2c3"
"2017/8","MATH08074","Engineering Mathematics 1a",1,62,"B","2.1","efae8343"
"2017/8","MATH08075","Engineering Mathematics 1b",1,54,"C","2.2","efae8343"
"2017/8","MATH08057","Introduction to Linear Algebra",1,53,"C","2.2","d2a9659d"
"2017/8","MATH08058","Calculus and its Applications",1,36,"E","Fail","d2a9659d"
"2017/8","MATH08074","Engineering Mathematics 1a",1,72,"A3","1st","7b031586"
"2017/8","MATH08075","Engineering Mathematics 1b",1,63,"B","2.1","7b031586"
"2017/8","MATH08057","Introduction to Linear Algebra",1,84,"A2","1st","6b1936b7"
"2017/8","MATH08058","Calculus and its Applications",1,64,"B","2.1","6b1936b7"
"2017/8","MATH08059","Proofs and Problem Solving",1,74,"A3","1st","6b1936b7"
"2017/8","PHYS08035","Mathematics for Physics 1",1,56,"C","2.2","a8f0683b"
"2017/8","PHYS08036","Mathematics for Physics 2",1,46,"D","3rd","a8f0683b"
"2017/8","PHYS08035","Mathematics for Physics 1",1,49,"D","3rd","180f14e0"
"2017/8","PHYS08036","Mathematics for Physics 2",1,47,"D","3rd","180f14e0"
"2017/8","MATH08074","Engineering Mathematics 1a",1,60,"B","2.1","6a8c2343"
"2017/8","MATH08075","Engineering Mathematics 1b",1,57,"C","2.2","6a8c2343"
"2017/8","MATH08074","Engineering Mathematics 1a",1,65,"B","2.1","3ae9ee4b"
"2017/8","MATH08075","Engineering Mathematics 1b",1,85,"A2","1st","3ae9ee4b"
"2017/8","MATH08074","Engineering Mathematics 1a",1,72,"A3","1st","4b40f200"
"2017/8","MATH08075","Engineering Mathematics 1b",1,55,"C","2.2","4b40f200"
"2017/8","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","11137b21"
"2017/8","MATH08058","Calculus and its Applications",1,63,"B","2.1","11137b21"
"2017/8","MATH08059","Proofs and Problem Solving",1,51,"C","2.2","11137b21"
"2017/8","MATH08074","Engineering Mathematics 1a",1,63,"B","2.1","615592b6"
"2017/8","MATH08075","Engineering Mathematics 1b",1,51,"C","2.2","615592b6"
"2017/8","MATH08057","Introduction to Linear Algebra",2,0,"WD","WD","b6c04377"
"2017/8","MATH08058","Calculus and its Applications",1,60,"B","2.1","1b1bfded"
"2017/8","PHYS08035","Mathematics for Physics 1",1,91,"A1","1st","1b1bfded"
"2017/8","PHYS08036","Mathematics for Physics 2",1,81,"A2","1st","1b1bfded"
"2017/8","MATH08074","Engineering Mathematics 1a",1,83,"A2","1st","e9e83644"
"2017/8","MATH08075","Engineering Mathematics 1b",1,92,"A1","1st","e9e83644"
