"Course.Year","Course.Code","Course.Name","Assessment.Attempt.Number","Assessment.Mark","Assessment.Grade","grade","AnonID"
"2017/8","PHYS08036","Mathematics for Physics 2",1,54,"C","2.2","cd862304"
"2017/8","MATH08074","Engineering Mathematics 1a",1,88,"A2","1st","ec0ed08a"
"2017/8","MATH08075","Engineering Mathematics 1b",1,72,"A3","1st","ec0ed08a"
"2017/8","MATH08074","Engineering Mathematics 1a",1,70,"A3","1st","66feefd6"
"2017/8","MATH08075","Engineering Mathematics 1b",1,65,"B","2.1","66feefd6"
"2017/8","MATH08057","Introduction to Linear Algebra",1,89,"A2","1st","5bee6bf5"
"2017/8","MATH08058","Calculus and its Applications",1,91,"A1","1st","5bee6bf5"
"2017/8","MATH08059","Proofs and Problem Solving",1,89,"A2","1st","5bee6bf5"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,92,"A1","1st","ab799bea"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,88,"A2","1st","ab799bea"
"2017/8","MATH08057","Introduction to Linear Algebra",1,60,"B","2.1","c7b0672d"
"2017/8","MATH08074","Engineering Mathematics 1a",1,91,"A1","1st","b27fd71a"
"2017/8","MATH08075","Engineering Mathematics 1b",1,97,"A1","1st","b27fd71a"
"2017/8","MATH08057","Introduction to Linear Algebra",1,48,"D","3rd","f2175bde"
"2017/8","MATH08058","Calculus and its Applications",1,38,"E","Fail","f2175bde"
"2017/8","MATH08059","Proofs and Problem Solving",1,25,"F","Fail","f2175bde"
"2017/8","MATH08057","Introduction to Linear Algebra",1,89,"A2","1st","22b4eda3"
"2017/8","MATH08058","Calculus and its Applications",1,78,"A3","1st","22b4eda3"
"2017/8","MATH08059","Proofs and Problem Solving",1,83,"A2","1st","22b4eda3"
"2017/8","MATH08074","Engineering Mathematics 1a",1,93,"A1","1st","71bf298e"
"2017/8","MATH08075","Engineering Mathematics 1b",1,98,"A1","1st","71bf298e"
"2017/8","MATH08057","Introduction to Linear Algebra",1,55,"C","2.2","71a84b73"
"2017/8","MATH08058","Calculus and its Applications",1,51,"C","2.2","71a84b73"
"2017/8","MATH08057","Introduction to Linear Algebra",1,86,"A2","1st","5a16fcd4"
"2017/8","MATH08058","Calculus and its Applications",1,76,"A3","1st","5a16fcd4"
"2017/8","MATH08059","Proofs and Problem Solving",1,0,"H","Fail","5a16fcd4"
"2017/8","MATH08057","Introduction to Linear Algebra",1,81,"A2","1st","3a4a3672"
"2017/8","MATH08058","Calculus and its Applications",1,64,"B","2.1","3a4a3672"
"2017/8","MATH08057","Introduction to Linear Algebra",1,65,"B","2.1","89cc2171"
"2017/8","MATH08059","Proofs and Problem Solving",1,46,"D","3rd","89cc2171"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,88,"A2","1st","434bb74"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,92,"A1","1st","434bb74"
"2017/8","MATH08074","Engineering Mathematics 1a",1,87,"A2","1st","97b828f0"
"2017/8","MATH08075","Engineering Mathematics 1b",1,93,"A1","1st","97b828f0"
"2017/8","MATH08057","Introduction to Linear Algebra",1,73,"A3","1st","a87a101a"
"2017/8","MATH08058","Calculus and its Applications",1,65,"B","2.1","a87a101a"
"2017/8","MATH08074","Engineering Mathematics 1a",1,93,"A1","1st","e2b5f45"
"2017/8","MATH08075","Engineering Mathematics 1b",1,83,"A2","1st","e2b5f45"
"2017/8","MATH08057","Introduction to Linear Algebra",1,77,"A3","1st","e0e106c3"
"2017/8","MATH08058","Calculus and its Applications",1,66,"B","2.1","e0e106c3"
"2017/8","MATH08059","Proofs and Problem Solving",1,62,"B","2.1","e0e106c3"
"2017/8","MATH08074","Engineering Mathematics 1a",1,64,"B","2.1","fd7343fd"
"2017/8","MATH08075","Engineering Mathematics 1b",1,49,"D","3rd","fd7343fd"
"2017/8","MATH08057","Introduction to Linear Algebra",1,72,"A3","1st","39bb1830"
"2017/8","MATH08058","Calculus and its Applications",1,68,"B","2.1","39bb1830"
"2017/8","MATH08051","Statistics (Year 2)",1,57,"C","2.2","29a13b01"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,68,"B","2.1","29a13b01"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,82,"A2","1st","29a13b01"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,61,"B","2.1","29a13b01"
"2017/8","MATH08065","Computing and Numerics",1,73,"A3","1st","29a13b01"
"2017/8","MATH08066","Probability",1,61,"B","2.1","29a13b01"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,71,"A3","1st","29a13b01"
"2017/8","MATH08057","Introduction to Linear Algebra",1,79,"A3","1st","d88a7ef2"
"2017/8","MATH08058","Calculus and its Applications",1,49,"D","3rd","d88a7ef2"
"2017/8","MATH08059","Proofs and Problem Solving",1,61,"B","2.1","d88a7ef2"
"2017/8","MATH08057","Introduction to Linear Algebra",1,59,"C","2.2","e75f24e5"
"2017/8","MATH08057","Introduction to Linear Algebra",1,94,"A1","1st","25236f9d"
"2017/8","MATH08058","Calculus and its Applications",1,78,"A3","1st","25236f9d"
"2017/8","MATH08059","Proofs and Problem Solving",1,62,"B","2.1","25236f9d"
"2017/8","MATH08057","Introduction to Linear Algebra",1,65,"B","2.1","44c310d7"
"2017/8","MATH08058","Calculus and its Applications",1,48,"D","3rd","44c310d7"
"2017/8","MATH08059","Proofs and Problem Solving",1,57,"C","2.2","44c310d7"
"2017/8","MATH08057","Introduction to Linear Algebra",1,75,"A3","1st","6c6bd058"
"2017/8","MATH08058","Calculus and its Applications",1,58,"C","2.2","6c6bd058"
"2017/8","MATH08059","Proofs and Problem Solving",1,63,"B","2.1","6c6bd058"
"2017/8","MATH08057","Introduction to Linear Algebra",1,72,"A3","1st","4de323d6"
"2017/8","MATH08058","Calculus and its Applications",1,65,"B","2.1","4de323d6"
"2017/8","MATH08059","Proofs and Problem Solving",1,47,"D","3rd","4de323d6"
"2017/8","MATH08051","Statistics (Year 2)",1,48,"D","3rd","738acc2d"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,45,"FF","FF","738acc2d"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,70,"A3","1st","738acc2d"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,52,"C","2.2","738acc2d"
"2017/8","MATH08065","Computing and Numerics",1,88,"A2","1st","738acc2d"
"2017/8","MATH08066","Probability",1,75,"A3","1st","738acc2d"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,57,"C","2.2","738acc2d"
"2017/8","MATH08051","Statistics (Year 2)",1,71,"A3","1st","d016f81f"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,65,"B","2.1","d016f81f"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,73,"A3","1st","d016f81f"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,73,"A3","1st","d016f81f"
"2017/8","MATH08065","Computing and Numerics",1,93,"A1","1st","d016f81f"
"2017/8","MATH08066","Probability",1,67,"B","2.1","d016f81f"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,70,"A3","1st","d016f81f"
"2017/8","MATH08051","Statistics (Year 2)",1,71,"A3","1st","c5d6c2be"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,64,"B","2.1","c5d6c2be"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,76,"A3","1st","c5d6c2be"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,64,"B","2.1","c5d6c2be"
"2017/8","MATH08065","Computing and Numerics",1,91,"A1","1st","c5d6c2be"
"2017/8","MATH08066","Probability",1,69,"B","2.1","c5d6c2be"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,80,"A2","1st","c5d6c2be"
"2017/8","MATH08051","Statistics (Year 2)",1,73,"A3","1st","78329de"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,61,"B","2.1","78329de"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,79,"A3","1st","78329de"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,53,"C","2.2","78329de"
"2017/8","MATH08065","Computing and Numerics",1,83,"A2","1st","78329de"
"2017/8","MATH08066","Probability",1,76,"A3","1st","78329de"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,70,"A3","1st","78329de"
"2017/8","MATH08057","Introduction to Linear Algebra",1,86,"A2","1st","580ab96f"
"2017/8","MATH08058","Calculus and its Applications",1,76,"A3","1st","580ab96f"
"2017/8","PHYS08035","Mathematics for Physics 1",1,66,"B","2.1","580ab96f"
"2017/8","PHYS08036","Mathematics for Physics 2",1,56,"C","2.2","580ab96f"
"2017/8","PHYS08035","Mathematics for Physics 1",1,53,"C","2.2","19de8047"
"2017/8","PHYS08036","Mathematics for Physics 2",1,57,"C","2.2","19de8047"
"2017/8","MATH08059","Proofs and Problem Solving",1,38,"E","Fail","e1baea45"
"2017/8","MATH08057","Introduction to Linear Algebra",1,82,"A2","1st","120731b2"
"2017/8","MATH08057","Introduction to Linear Algebra",1,82,"A2","1st","7c1c71bc"
"2017/8","MATH08058","Calculus and its Applications",1,79,"A3","1st","7c1c71bc"
"2017/8","MATH08059","Proofs and Problem Solving",1,55,"C","2.2","7c1c71bc"
"2017/8","MATH08057","Introduction to Linear Algebra",1,77,"A3","1st","8e4e5f97"
"2017/8","MATH08058","Calculus and its Applications",1,75,"A3","1st","8e4e5f97"
"2017/8","MATH08059","Proofs and Problem Solving",1,51,"C","2.2","8e4e5f97"
"2017/8","MATH08057","Introduction to Linear Algebra",1,74,"A3","1st","43de4956"
"2017/8","MATH08058","Calculus and its Applications",1,73,"A3","1st","43de4956"
"2017/8","MATH08059","Proofs and Problem Solving",1,70,"A3","1st","43de4956"
"2017/8","MATH08074","Engineering Mathematics 1a",1,73,"A3","1st","6c2ff295"
"2017/8","MATH08075","Engineering Mathematics 1b",1,62,"B","2.1","6c2ff295"
"2017/8","MATH08057","Introduction to Linear Algebra",1,88,"A2","1st","bff52f30"
"2017/8","MATH08058","Calculus and its Applications",1,84,"A2","1st","bff52f30"
"2017/8","MATH08057","Introduction to Linear Algebra",1,77,"A3","1st","903a5616"
"2017/8","MATH08058","Calculus and its Applications",1,42,"FF","FF","903a5616"
"2017/8","MATH08059","Proofs and Problem Solving",1,63,"B","2.1","903a5616"
"2017/8","MATH08074","Engineering Mathematics 1a",1,88,"A2","1st","cfa4a45a"
"2017/8","MATH08075","Engineering Mathematics 1b",1,90,"A1","1st","cfa4a45a"
"2017/8","PHYS08035","Mathematics for Physics 1",1,98,"A1","1st","7f5bd881"
"2017/8","PHYS08036","Mathematics for Physics 2",1,90,"A1","1st","7f5bd881"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,78,"A3","1st","f40030cc"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,65,"B","2.1","f40030cc"
"2017/8","MATH08057","Introduction to Linear Algebra",1,95,"A1","1st","95e04f86"
"2017/8","MATH08058","Calculus and its Applications",1,94,"A1","1st","95e04f86"
"2017/8","MATH08059","Proofs and Problem Solving",1,90,"A1","1st","95e04f86"
"2017/8","MATH08057","Introduction to Linear Algebra",1,93,"A1","1st","e5a6a611"
"2017/8","MATH08058","Calculus and its Applications",1,85,"A2","1st","e5a6a611"
"2017/8","MATH08057","Introduction to Linear Algebra",1,94,"A1","1st","26665885"
"2017/8","MATH08058","Calculus and its Applications",1,90,"A1","1st","26665885"
"2017/8","MATH08074","Engineering Mathematics 1a",1,89,"A2","1st","b575ec66"
"2017/8","MATH08075","Engineering Mathematics 1b",1,98,"A1","1st","b575ec66"
"2017/8","PHYS08035","Mathematics for Physics 1",1,84,"A2","1st","db79ce95"
"2017/8","PHYS08036","Mathematics for Physics 2",1,84,"A2","1st","db79ce95"
"2017/8","MATH08057","Introduction to Linear Algebra",1,81,"A2","1st","eaeb1e2a"
"2017/8","MATH08058","Calculus and its Applications",1,74,"A3","1st","eaeb1e2a"
"2017/8","MATH08057","Introduction to Linear Algebra",1,73,"A3","1st","d38a5488"
"2017/8","MATH08058","Calculus and its Applications",1,72,"A3","1st","d38a5488"
"2017/8","MATH08074","Engineering Mathematics 1a",1,74,"A3","1st","bbe1884a"
"2017/8","MATH08075","Engineering Mathematics 1b",1,77,"A3","1st","bbe1884a"
"2017/8","MATH08074","Engineering Mathematics 1a",1,88,"A2","1st","a1da8daf"
"2017/8","MATH08075","Engineering Mathematics 1b",1,92,"A1","1st","a1da8daf"
"2017/8","PHYS08036","Mathematics for Physics 2",1,0,"H","Fail","616318e3"
"2017/8","MATH08057","Introduction to Linear Algebra",1,54,"C","2.2","cfe86db9"
"2017/8","MATH08058","Calculus and its Applications",1,47,"FF","FF","cfe86db9"
"2017/8","MATH08057","Introduction to Linear Algebra",1,50,"C","2.2","1c25d2e1"
"2017/8","MATH08051","Statistics (Year 2)",1,54,"C","2.2","38605a02"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,56,"C","2.2","38605a02"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,78,"A3","1st","38605a02"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,56,"C","2.2","38605a02"
"2017/8","MATH08065","Computing and Numerics",1,73,"A3","1st","38605a02"
"2017/8","MATH08066","Probability",1,47,"D","3rd","38605a02"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,66,"B","2.1","38605a02"
"2017/8","MATH08057","Introduction to Linear Algebra",1,67,"B","2.1","f8d9cf4e"
"2017/8","MATH08074","Engineering Mathematics 1a",1,83,"A2","1st","d716b668"
"2017/8","MATH08075","Engineering Mathematics 1b",1,64,"B","2.1","d716b668"
"2017/8","MATH08057","Introduction to Linear Algebra",1,80,"A2","1st","748a825a"
"2017/8","MATH08058","Calculus and its Applications",1,78,"A3","1st","748a825a"
"2017/8","MATH08074","Engineering Mathematics 1a",1,68,"B","2.1","dd0040c"
"2017/8","MATH08075","Engineering Mathematics 1b",1,70,"A3","1st","dd0040c"
"2017/8","PHYS08035","Mathematics for Physics 1",1,84,"A2","1st","ce10fa98"
"2017/8","PHYS08036","Mathematics for Physics 2",1,48,"D","3rd","ce10fa98"
"2017/8","MATH08057","Introduction to Linear Algebra",1,75,"A3","1st","a00bba96"
"2017/8","MATH08058","Calculus and its Applications",1,71,"A3","1st","a00bba96"
"2017/8","MATH08059","Proofs and Problem Solving",1,55,"C","2.2","54fae6f5"
"2017/8","PHYS08035","Mathematics for Physics 1",1,60,"B","2.1","54fae6f5"
"2017/8","PHYS08036","Mathematics for Physics 2",1,49,"D","3rd","54fae6f5"
"2017/8","MATH08057","Introduction to Linear Algebra",1,64,"B","2.1","e77cf1f6"
"2017/8","MATH08058","Calculus and its Applications",1,54,"C","2.2","e77cf1f6"
"2017/8","MATH08057","Introduction to Linear Algebra",1,82,"A2","1st","69c3c2ce"
"2017/8","MATH08058","Calculus and its Applications",1,60,"B","2.1","69c3c2ce"
"2017/8","MATH08059","Proofs and Problem Solving",1,51,"C","2.2","69c3c2ce"
"2017/8","MATH08057","Introduction to Linear Algebra",1,85,"A2","1st","4b325a98"
"2017/8","MATH08058","Calculus and its Applications",1,0,"WD","WD","4b325a98"
"2017/8","MATH08059","Proofs and Problem Solving",1,0,"WD","WD","4b325a98"
"2017/8","MATH08057","Introduction to Linear Algebra",1,73,"A3","1st","df9a414"
"2017/8","MATH08058","Calculus and its Applications",1,85,"A2","1st","df9a414"
"2017/8","MATH08059","Proofs and Problem Solving",1,70,"A3","1st","df9a414"
"2017/8","MATH08057","Introduction to Linear Algebra",1,88,"A2","1st","53dbe3b4"
"2017/8","MATH08058","Calculus and its Applications",1,91,"A1","1st","53dbe3b4"
"2017/8","MATH08059","Proofs and Problem Solving",1,78,"A3","1st","53dbe3b4"
"2017/8","MATH08057","Introduction to Linear Algebra",1,72,"A3","1st","62ffb474"
"2017/8","MATH08058","Calculus and its Applications",1,53,"C","2.2","62ffb474"
"2017/8","MATH08057","Introduction to Linear Algebra",1,87,"A2","1st","6cb83edc"
"2017/8","MATH08058","Calculus and its Applications",1,86,"A2","1st","6cb83edc"
"2017/8","MATH08059","Proofs and Problem Solving",1,80,"A2","1st","6cb83edc"
"2017/8","MATH08057","Introduction to Linear Algebra",1,67,"B","2.1","4d30cd52"
"2017/8","MATH08058","Calculus and its Applications",1,58,"C","2.2","4d30cd52"
"2017/8","PHYS08036","Mathematics for Physics 2",1,48,"D","3rd","4d30cd52"
"2017/8","MATH08074","Engineering Mathematics 1a",1,74,"A3","1st","9f56a51b"
"2017/8","MATH08075","Engineering Mathematics 1b",1,62,"B","2.1","9f56a51b"
"2017/8","MATH08074","Engineering Mathematics 1a",1,71,"A3","1st","233cefa1"
"2017/8","MATH08075","Engineering Mathematics 1b",1,60,"B","2.1","233cefa1"
"2017/8","MATH08074","Engineering Mathematics 1a",1,83,"A2","1st","76e05bf"
"2017/8","MATH08075","Engineering Mathematics 1b",1,78,"A3","1st","76e05bf"
"2017/8","MATH08057","Introduction to Linear Algebra",1,60,"B","2.1","7a50b1b0"
"2017/8","MATH08058","Calculus and its Applications",1,34,"E","Fail","7a50b1b0"
"2017/8","MATH08059","Proofs and Problem Solving",1,47,"D","3rd","7a50b1b0"
"2017/8","MATH08074","Engineering Mathematics 1a",1,32,"E","Fail","6e2c3efd"
"2017/8","MATH08075","Engineering Mathematics 1b",1,20,"F","Fail","6e2c3efd"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,75,"A3","1st","f3d9e534"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,63,"B","2.1","f3d9e534"
"2017/8","MATH08057","Introduction to Linear Algebra",1,84,"A2","1st","5b9c60f3"
"2017/8","MATH08074","Engineering Mathematics 1a",1,54,"C","2.2","597874b"
"2017/8","MATH08075","Engineering Mathematics 1b",1,43,"FF","FF","597874b"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,60,"B","2.1","54599d52"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,37,"E","Fail","54599d52"
"2017/8","MATH08074","Engineering Mathematics 1a",1,60,"B","2.1","972fe4b9"
"2017/8","MATH08075","Engineering Mathematics 1b",1,54,"C","2.2","972fe4b9"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,81,"A2","1st","5553afc1"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,61,"B","2.1","5553afc1"
"2017/8","MATH08057","Introduction to Linear Algebra",1,51,"C","2.2","2b52ccfe"
"2017/8","MATH08058","Calculus and its Applications",1,34,"E","Fail","2b52ccfe"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,78,"A3","1st","e92e8786"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,70,"A3","1st","e92e8786"
"2017/8","MATH08057","Introduction to Linear Algebra",1,55,"C","2.2","299712ca"
"2017/8","MATH08058","Calculus and its Applications",1,54,"C","2.2","299712ca"
"2017/8","MATH08057","Introduction to Linear Algebra",1,85,"A2","1st","b475abfe"
"2017/8","MATH08058","Calculus and its Applications",1,85,"A2","1st","b475abfe"
"2017/8","PHYS08035","Mathematics for Physics 1",1,73,"A3","1st","b475abfe"
"2017/8","PHYS08036","Mathematics for Physics 2",1,87,"A2","1st","b475abfe"
"2017/8","MATH08057","Introduction to Linear Algebra",1,68,"B","2.1","aef7d07b"
"2017/8","MATH08058","Calculus and its Applications",1,66,"B","2.1","aef7d07b"
"2017/8","MATH08059","Proofs and Problem Solving",1,45,"D","3rd","aef7d07b"
"2017/8","MATH08057","Introduction to Linear Algebra",1,72,"A3","1st","3e3ceac2"
"2017/8","MATH08058","Calculus and its Applications",1,57,"C","2.2","3e3ceac2"
"2017/8","MATH08059","Proofs and Problem Solving",1,44,"D","3rd","3e3ceac2"
"2017/8","MATH08074","Engineering Mathematics 1a",1,78,"A3","1st","f1692237"
"2017/8","MATH08075","Engineering Mathematics 1b",1,63,"B","2.1","f1692237"
"2017/8","MATH08057","Introduction to Linear Algebra",1,65,"B","2.1","b5706072"
"2017/8","MATH08058","Calculus and its Applications",1,46,"D","3rd","b5706072"
"2017/8","MATH08074","Engineering Mathematics 1a",1,6,"H","Fail","9abf1954"
"2017/8","MATH08075","Engineering Mathematics 1b",1,64,"B","2.1","9abf1954"
"2017/8","MATH08074","Engineering Mathematics 1a",1,77,"A3","1st","854967dc"
"2017/8","MATH08075","Engineering Mathematics 1b",1,70,"A3","1st","854967dc"
"2017/8","MATH08057","Introduction to Linear Algebra",1,74,"A3","1st","7339c746"
"2017/8","MATH08058","Calculus and its Applications",1,45,"D","3rd","7339c746"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,69,"B","2.1","45a3b2a0"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,48,"D","3rd","45a3b2a0"
"2017/8","MATH08057","Introduction to Linear Algebra",1,82,"A2","1st","2849dcec"
"2017/8","MATH08058","Calculus and its Applications",1,74,"A3","1st","2849dcec"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,69,"B","2.1","7ef71da1"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,59,"C","2.2","7ef71da1"
"2017/8","MATH08074","Engineering Mathematics 1a",1,26,"F","Fail","8bbaf42e"
"2017/8","MATH08075","Engineering Mathematics 1b",1,10,"G","Fail","8bbaf42e"
"2017/8","PHYS08035","Mathematics for Physics 1",1,94,"A1","1st","95d99f52"
"2017/8","PHYS08036","Mathematics for Physics 2",1,78,"A3","1st","95d99f52"
"2017/8","MATH08057","Introduction to Linear Algebra",1,47,"D","3rd","f704a90d"
"2017/8","MATH08058","Calculus and its Applications",1,34,"E","Fail","f704a90d"
"2017/8","MATH08057","Introduction to Linear Algebra",1,95,"A1","1st","4ea32ca"
"2017/8","MATH08058","Calculus and its Applications",1,82,"A2","1st","4ea32ca"
"2017/8","MATH08051","Statistics (Year 2)",1,61,"B","2.1","c8d1f31a"
"2017/8","MATH08062","Accelerated Algebra and Calculus for Direct Entry",1,73,"A3","1st","c8d1f31a"
"2017/8","MATH08063","Several Variable Calculus and Differential Equations",1,66,"B","2.1","c8d1f31a"
"2017/8","MATH08064","Fundamentals of Pure Mathematics",1,65,"B","2.1","c8d1f31a"
"2017/8","MATH08065","Computing and Numerics",1,69,"B","2.1","c8d1f31a"
"2017/8","MATH08066","Probability",1,74,"A3","1st","c8d1f31a"
"2017/8","MATH08071","Accelerated Proofs and Problem Solving",1,73,"A3","1st","c8d1f31a"
"2017/8","MATH08057","Introduction to Linear Algebra",1,90,"A1","1st","d84395b1"
"2017/8","MATH08057","Introduction to Linear Algebra",1,29,"F","Fail","62b720c0"
"2017/8","MATH08058","Calculus and its Applications",1,16,"G","Fail","62b720c0"
"2017/8","MATH08059","Proofs and Problem Solving",1,7,"H","Fail","62b720c0"
"2017/8","MATH08057","Introduction to Linear Algebra",1,70,"A3","1st","bc531c15"
"2017/8","MATH08058","Calculus and its Applications",1,62,"B","2.1","bc531c15"
"2017/8","MATH08059","Proofs and Problem Solving",1,67,"B","2.1","bc531c15"
"2017/8","MATH08074","Engineering Mathematics 1a",1,76,"A3","1st","c87359fe"
"2017/8","MATH08075","Engineering Mathematics 1b",1,68,"B","2.1","c87359fe"
"2017/8","PHYS08035","Mathematics for Physics 1",1,67,"B","2.1","794a70e1"
"2017/8","PHYS08036","Mathematics for Physics 2",1,51,"C","2.2","794a70e1"
"2017/8","MATH08057","Introduction to Linear Algebra",1,55,"C","2.2","e1edf722"
"2017/8","MATH08058","Calculus and its Applications",1,38,"E","Fail","e1edf722"
"2017/8","MATH08057","Introduction to Linear Algebra",1,34,"E","Fail","a1857be6"
"2017/8","MATH08058","Calculus and its Applications",1,26,"F","Fail","a1857be6"
"2017/8","MATH08059","Proofs and Problem Solving",1,16,"G","Fail","a1857be6"
"2017/8","PHYS08035","Mathematics for Physics 1",1,65,"B","2.1","44aacf55"
"2017/8","MATH08057","Introduction to Linear Algebra",1,47,"D","3rd","e36e95fe"
"2017/8","MATH08058","Calculus and its Applications",1,12,"G","Fail","7b121797"
"2017/8","MATH08057","Introduction to Linear Algebra",1,75,"A3","1st","49103a1"
"2017/8","MATH08058","Calculus and its Applications",1,56,"C","2.2","49103a1"
"2017/8","MATH08059","Proofs and Problem Solving",1,48,"D","3rd","49103a1"
"2017/8","MATH08074","Engineering Mathematics 1a",1,62,"B","2.1","59dd4d24"
"2017/8","MATH08075","Engineering Mathematics 1b",1,62,"B","2.1","59dd4d24"
"2017/8","MATH08074","Engineering Mathematics 1a",1,77,"A3","1st","88c24eb5"
"2017/8","MATH08075","Engineering Mathematics 1b",1,65,"B","2.1","88c24eb5"
"2017/8","MATH08074","Engineering Mathematics 1a",1,76,"A3","1st","d8b0e140"
"2017/8","MATH08075","Engineering Mathematics 1b",1,97,"A1","1st","d8b0e140"
"2017/8","MATH08074","Engineering Mathematics 1a",1,71,"A3","1st","f884a722"
"2017/8","MATH08075","Engineering Mathematics 1b",1,70,"A3","1st","f884a722"
"2017/8","MATH08074","Engineering Mathematics 1a",1,70,"A3","1st","cf3155a8"
"2017/8","MATH08075","Engineering Mathematics 1b",1,84,"A2","1st","cf3155a8"
"2017/8","MATH08057","Introduction to Linear Algebra",1,81,"A2","1st","ac14f4d6"
"2017/8","MATH08058","Calculus and its Applications",1,71,"A3","1st","ac14f4d6"
"2017/8","MATH08057","Introduction to Linear Algebra",1,69,"B","2.1","d21597e9"
"2017/8","MATH08058","Calculus and its Applications",1,75,"A3","1st","d21597e9"
"2017/8","MATH08074","Engineering Mathematics 1a",1,81,"A2","1st","6d06b68b"
"2017/8","MATH08075","Engineering Mathematics 1b",1,91,"A1","1st","6d06b68b"
"2017/8","MATH08057","Introduction to Linear Algebra",1,72,"A3","1st","c82e920c"
"2017/8","MATH08058","Calculus and its Applications",1,52,"C","2.2","c82e920c"
"2017/8","MATH08057","Introduction to Linear Algebra",1,91,"A1","1st","f4ef2116"
"2017/8","MATH08058","Calculus and its Applications",1,80,"A2","1st","f4ef2116"
"2017/8","MATH08059","Proofs and Problem Solving",1,77,"A3","1st","f4ef2116"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,64,"B","2.1","77475346"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,51,"C","2.2","77475346"
"2017/8","MATH08074","Engineering Mathematics 1a",1,69,"B","2.1","57731524"
"2017/8","MATH08075","Engineering Mathematics 1b",1,79,"A3","1st","57731524"
"2017/8","MATH08074","Engineering Mathematics 1a",1,89,"A2","1st","9463079"
"2017/8","MATH08075","Engineering Mathematics 1b",1,90,"A1","1st","9463079"
"2017/8","MATH08074","Engineering Mathematics 1a",1,89,"A2","1st","3cb24cba"
"2017/8","MATH08075","Engineering Mathematics 1b",1,85,"A2","1st","3cb24cba"
"2017/8","MATH08074","Engineering Mathematics 1a",1,49,"D","3rd","5d5233f0"
"2017/8","MATH08075","Engineering Mathematics 1b",1,38,"E","Fail","5d5233f0"
"2017/8","MATH08057","Introduction to Linear Algebra",1,71,"A3","1st","d209c05"
"2017/8","MATH08058","Calculus and its Applications",1,60,"B","2.1","d209c05"
"2017/8","MATH08072","Mathematics for the Natural Sciences 1a",1,88,"A2","1st","8f345bb9"
"2017/8","MATH08073","Mathematics for the Natural Sciences 1b",1,81,"A2","1st","8f345bb9"
"2017/8","MATH08057","Introduction to Linear Algebra",1,58,"C","2.2","792979f6"
"2017/8","MATH08058","Calculus and its Applications",1,31,"E","Fail","792979f6"
"2017/8","MATH08074","Engineering Mathematics 1a",1,65,"B","2.1","5bd8e1a0"
"2017/8","MATH08075","Engineering Mathematics 1b",1,56,"C","2.2","5bd8e1a0"
